1,345
2,61
3,541
4,274
5,220
6,131
7,154
8,293
9,456
10,492
11,484
12,208
13,82
14,593
15,615
16,173
17,395
18,55
19,236
20,594
21,201
22,449
23,260
24,70
25,63
26,95
27,631
28,408
29,548
30,570
31,522
32,233
33,410
34,247
35,452
36,436
37,124
38,42
39,149
40,192
41,51
42,203
43,22
44,485
45,100
46,321
47,602
48,341
49,186
50,519
51,43
52,101
53,111
54,279
55,439
56,156
57,264
58,32
59,344
60,584
61,635
62,520
63,210
64,237
65,16
66,54
67,555
68,178
69,120
70,339
71,585
72,174
73,495
74,125
75,129
76,629
77,115
78,523
79,367
80,297
81,455
82,18
83,265
84,175
85,227
86,303
87,27
88,187
89,571
90,640
91,209
92,52
93,389
94,435
95,536
96,139
97,506
98,348
99,479
100,199
101,56
102,496
103,284
104,373
105,383
106,15
107,14
108,202
109,200
110,304
111,513
112,528
113,489
114,514
115,310
116,311
117,636
118,198
119,649
120,66
121,254
122,96
123,28
124,194
125,138
126,431
127,109
128,650
129,432
130,230
131,614
132,446
133,641
134,540
135,469
136,622
137,49
138,454
139,37
140,288
141,20
142,384
143,603
144,524
145,137
146,365
147,258
148,280
149,466
150,342
151,150
152,263
153,382
154,306
155,390
156,642
157,592
158,1
159,459
160,93
161,639
162,582
163,163
164,12
165,543
166,529
167,183
168,379
169,545
170,76
171,647
172,176
173,47
174,235
175,627
176,632
177,188
178,512
179,117
180,572
181,248
182,45
183,212
184,583
185,317
186,225
187,0
188,498
189,472
190,85
191,662
192,86
193,357
194,532
195,250
196,57
197,287
198,326
199,618
200,74
201,164
202,657
203,116
204,121
205,656
206,411
207,590
208,48
209,324
210,193
211,393
212,19
213,71
214,575
215,319
216,98
217,553
218,72
219,422
220,262
221,290
222,81
223,396
224,281
225,302
226,605
227,377
228,286
229,350
230,331
231,322
232,53
233,79
234,364
235,398
236,430
237,401
238,407
239,69
240,651
241,470
242,526
243,586
244,171
245,527
246,215
247,628
248,59
249,62
250,537
251,609
252,478
253,604
254,645
255,643
256,239
257,480
258,44
259,463
260,99
261,589
262,102
263,380
264,217
265,569
266,300
267,559
268,658
269,83
270,123
271,508
272,218
273,142
274,568
275,132
276,161
277,228
278,133
279,41
280,118
281,268
282,30
283,580
284,549
285,551
286,146
287,255
288,406
289,354
290,433
291,259
292,353
293,577
294,165
295,162
296,330
297,476
298,68
299,660
300,60
301,223
302,547
303,122
304,621
305,31
306,633
307,185
308,613
309,170
310,314
311,266
312,308
313,376
314,369
315,346
316,434
317,525
318,445
319,221
320,143
321,366
322,566
323,521
324,371
325,511
326,179
327,550
328,91
329,301
330,544
331,110
332,418
333,464
334,33
335,481
336,423
337,427
338,638
339,465
340,412
341,24
342,653
343,351
344,97
345,505
346,573
347,67
348,328
349,634
350,598
351,87
352,34
353,415
354,471
355,272
356,134
357,417
358,564
359,292
360,240
361,515
362,626
363,5
364,462
365,487
366,141
367,298
368,517
369,425
370,359
371,316
372,460
373,663
374,276
375,624
376,623
377,4
378,372
379,270
380,362
381,356
382,243
383,370
384,75
385,488
386,289
387,428
388,625
389,153
390,438
391,429
392,78
393,558
394,360
395,58
396,386
397,493
398,538
399,554
400,542
401,451
402,399
403,92
404,442
405,182
406,229
407,105
408,447
409,204
410,152
411,387
412,160
413,637
414,616
415,567
416,249
417,475
418,80
419,579
420,619
421,448
422,461
423,77
424,424
425,189
426,420
427,245
428,244
429,606
430,518
431,391
432,600
433,612
434,166
435,591
436,332
437,368
438,333
439,595
440,507
441,197
442,378
443,375
444,413
445,26
446,151
447,457
448,222
449,89
450,599
451,312
452,646
453,196
454,414
455,503
456,108
457,275
458,10
459,216
460,539
461,277
462,184
463,172
464,147
465,581
466,140
467,283
468,453
469,295
470,574
471,473
472,444
473,252
474,347
475,313
476,340
477,65
478,323
479,440
480,363
481,90
482,269
483,3
484,336
485,130
486,443
487,84
488,509
489,557
490,46
491,530
492,392
493,181
494,226
495,402
496,374
497,337
498,494
499,458
500,338
501,8
502,257
503,256
504,409
505,510
506,437
507,231
508,299
509,552
510,273
511,468
512,556
513,119
514,535
515,211
516,9
517,419
518,106
519,224
520,25
521,241
522,560
523,296
524,655
525,355
526,7
527,285
528,17
529,490
530,232
531,385
532,546
533,168
534,563
535,113
536,320
537,661
538,167
539,403
540,157
541,305
542,2
543,148
544,271
545,291
546,499
547,588
548,576
549,39
550,441
551,309
552,620
553,329
554,611
555,107
556,35
557,126
558,191
559,219
560,177
561,23
562,652
563,352
564,381
565,205
566,112
567,617
568,13
569,397
570,158
571,50
572,180
573,253
574,426
575,648
576,11
577,128
578,400
579,29
580,349
581,534
582,214
583,145
584,502
585,213
586,477
587,278
588,491
589,659
590,21
591,127
592,501
593,533
594,155
595,136
596,416
597,504
598,483
599,40
600,497
601,315
602,394
603,630
604,596
605,114
606,486
607,500
608,135
609,587
610,64
611,597
612,234
613,144
614,421
615,38
616,664
617,103
618,327
619,94
620,334
621,207
622,104
623,325
624,195
625,404
626,169
627,405
628,238
629,531
630,267
631,343
632,36
633,242
634,261
635,607
636,88
637,206
638,307
639,565
640,578
641,318
642,159
643,246
644,361
645,482
646,335
647,467
648,474
649,6
650,516
651,73
652,450
653,601
654,610
655,282
656,608
657,251
658,388
659,654
660,644
